,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2132,"Raleigh View, Raleigh, NC",35.7412986,-78.6654690634207,The Spice Rack,35.7418889567765,-78.66765293402808,Herbs & Spices Store
2133,"Raleigh View, Raleigh, NC",35.7412986,-78.6654690634207,The Links Pool,35.74119411663076,-78.66172218870236,Pool
2134,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Casanova Brothers Pizza,33.367626,-111.75577,Pizza Place
2135,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Temari Fine Japanese Cuisine,33.3670241553671,-111.75570831492273,Japanese Restaurant
2136,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Einstein Bros Bagels,33.36655871883412,-111.75575941801071,Bagel Shop
2137,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Temari Sushi,33.36700452318689,-111.75568305093151,Sushi Restaurant
2138,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Rio Rico Mexican Grill,33.36691,-111.75488,Mexican Restaurant
2139,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,PetSmart,33.365782,-111.754537,Pet Store
2140,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Stein Mart,33.366446879306125,-111.75455084661735,Department Store
2141,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Dollar Tree,33.366005237484764,-111.75476977117538,Discount Store
2142,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Sears Outlet,33.366419,-111.75518,Outlet Store
2143,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Bikram Yoga,33.368472914283295,-111.75557097088459,Yoga Studio
2144,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Tamari,33.366979485947205,-111.755693240027,Sushi Restaurant
2145,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Barnes Fine Jewelers,33.3665078,-111.7545559,Jewelry Store
2146,"Stonebridge, Raleigh, NC",33.3698172,-111.7556799,Handels Ice Cream,33.3657,-111.75425,Ice Cream Shop
2147,"Falls Ridge West, Raleigh, NC",35.90025765,-78.6099033647521,O2 Fitness,35.89773631526221,-78.60734720134624,Gym / Fitness Center
2148,"Falls Ridge West, Raleigh, NC",35.90025765,-78.6099033647521,Rite Aid,35.8981977,-78.6084265,Pharmacy
2149,"Falls Ridge West, Raleigh, NC",35.90025765,-78.6099033647521,Sona Dermatology & MedSpa,35.89993243429153,-78.60690383624416,Spa
2150,"Falls Ridge West, Raleigh, NC",35.90025765,-78.6099033647521,02fitness,35.89805793004391,-78.60791106032741,Gym / Fitness Center
2151,"Falls Ridge West, Raleigh, NC",35.90025765,-78.6099033647521,Carolina Silver,35.89684603044939,-78.61153594767532,Jewelry Store
2152,"Middleton at Wakefield, Raleigh, NC",35.95079975,-78.5647854566126,TPC Wakefield Plantation,35.95523273367696,-78.5650177384233,Golf Course
2153,"Middleton at Wakefield, Raleigh, NC",35.95079975,-78.5647854566126,Screened In Porch (:,35.95065702541998,-78.56362036338929,Golf Course
2154,"Middleton at Wakefield, Raleigh, NC",35.95079975,-78.5647854566126,Nail Cure,35.94984626567137,-78.56814512678771,Spa
2155,"Darien Place, Raleigh, NC",35.8143132,-78.6835654263625,Ridge Road Pool,35.813678053505775,-78.68540742216048,Pool
2156,"Darien Place, Raleigh, NC",35.8143132,-78.6835654263625,Martin Track,35.81185059239243,-78.68725724816244,Athletics & Sports
2157,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Mami Nora's Rotisserie Chicken,35.81369840177564,-78.62700352147368,Peruvian Restaurant
2158,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Snoopy's Hot Dogs & More,35.807236486460674,-78.62494888261027,Hot Dog Joint
2159,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Lynnwood Brewing Concern,35.808067569517604,-78.62192694855835,Brewery
2160,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Chirba Chirba Dumpling,35.807970421725926,-78.62186671342924,Food Truck
2161,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,El Rodeo,35.81382625011862,-78.62625040852133,Mexican Restaurant
2162,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Sub Noir Brewing Co.,35.80899399291014,-78.62306702863765,Brewery
2163,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,The Bison,35.80766101502069,-78.62525301029795,Dive Bar
2164,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Jerry's Grill,35.807596865590284,-78.62533652510058,Burger Joint
2165,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,cave 1912,35.80775662470213,-78.63076672461806,Wine Bar
2166,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Wake Forest Road B P,35.807426704204175,-78.62443149665387,Gas Station
2167,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,F45,35.81267387447112,-78.62706517892286,Gym / Fitness Center
2168,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,"Busse's Lock Service, LLC",35.80794707798443,-78.62504221273056,Locksmith
2169,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,2112 Percussion,35.808050124448556,-78.62413563597568,Music Store
2170,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Funguys Brewing,35.8135711,-78.6248071,Brewery
2171,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,The Cottages at Whitiker,35.813101562269935,-78.62989511611102,Surf Spot
2172,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Taste,35.80776996362774,-78.63063256336669,Tapas Restaurant
2173,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Lighthouse Food Mart,35.80788417454528,-78.63074873187163,Convenience Store
2174,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Form & Function,35.80771805770803,-78.63074455869672,Furniture / Home Store
2175,"Mial Plantation, Raleigh, NC",35.8103968,-78.626373,Hunt and Gather - Fine Estate Furnishings,35.807716,-78.630763,Antique Shop
2176,"Shannon Woods, Raleigh, NC",35.253424,-80.788766,Le's Banh Mi Thit Nguoi,35.25600271000471,-80.79180224492922,Vietnamese Restaurant
2177,"Shannon Woods, Raleigh, NC",35.253424,-80.788766,Asian Corner Mall,35.255915403631604,-80.7918786057156,Shopping Mall
2178,"Shannon Woods, Raleigh, NC",35.253424,-80.788766,Dragon Court Chinese Restaurant,35.255958779006804,-80.7915993238162,Dim Sum Restaurant
2179,"Shannon Woods, Raleigh, NC",35.253424,-80.788766,Dino's Family Restaurant,35.254711105484155,-80.79354178607895,Breakfast Spot
2180,"Shannon Woods, Raleigh, NC",35.253424,-80.788766,New Century Grocery & Food,35.25710666394626,-80.79186941079568,Grocery Store
2181,"Shannon Woods, Raleigh, NC",35.253424,-80.788766,Howie Acres Neighborhood Park,35.250286,-80.78513,Park
2182,"Hearthridge, Raleigh, NC",35.86948575,-78.6526003657191,Lynnwood park pool,35.86920587201513,-78.65501884627764,Pool
2183,"Hearthridge, Raleigh, NC",35.86948575,-78.6526003657191,Bent Creek Trail Greenway,35.86720647696512,-78.65406039779499,Trail
2184,"Hearthridge, Raleigh, NC",35.86948575,-78.6526003657191,Pool @ Bent Creek,35.871177,-78.64892,Pool
2185,"Hearthridge, Raleigh, NC",35.86948575,-78.6526003657191,Rehab Pool,35.87130010128021,-78.64884316921234,Pool
2186,"Chelmshire Downs, Raleigh, NC",35.737247,-78.567519,Family Dollar,35.737003,-78.56564,Discount Store
2187,"Chelmshire Downs, Raleigh, NC",35.737247,-78.567519,Emily The Cake Lady,35.73575822738367,-78.56382553474374,Bakery
2188,"Chelmshire Downs, Raleigh, NC",35.737247,-78.567519,Guaranteed Plumbing,35.73374585701442,-78.56807380914688,Home Service
2189,"Berkshire, Raleigh, NC",35.94127695,-78.5697499998284,Pathwalker Path,35.942447,-78.568477,Trail
2190,"Berkshire, Raleigh, NC",35.94127695,-78.5697499998284,JT's Grill & Cinema,35.942292,-78.566615,Movie Theater
2191,"Berkshire, Raleigh, NC",35.94127695,-78.5697499998284,Wakefield Baseball Field,35.945208,-78.571788,Baseball Field
2192,"Berkshire, Raleigh, NC",35.94127695,-78.5697499998284,Y Fitness,35.944063093832455,-78.56557137453477,Gym
2193,"Berkshire, Raleigh, NC",35.94127695,-78.5697499998284,Woodlands Of Wakefield Gym,35.943038375496045,-78.56476395071458,Gym
2194,"Oxford Park, Raleigh, NC",35.8145036,-78.6358836536558,Fallon Park,35.815168369621254,-78.63704681396484,Park
2195,"Oxford Park, Raleigh, NC",35.8145036,-78.6358836536558,Mr. Skins Layer,35.81767714813145,-78.63687324932175,Dog Run
2196,"Oxford Park, Raleigh, NC",35.8145036,-78.6358836536558,Kiwanis Park,35.8145329846995,-78.6308916251002,Park
2197,"Oxford Park, Raleigh, NC",35.8145036,-78.6358836536558,Sally's Shirts & Such,35.81332101582259,-78.64090711966328,Shopping Mall
2198,"Cambridge, Raleigh, NC",35.77921235,-78.7125112757492,Powell Park,35.778589815633985,-78.71386546303965,Park
2199,"Cambridge, Raleigh, NC",35.77921235,-78.7125112757492,Kaplan Drive Park,35.77494628472003,-78.71171951293944,Park
2200,"Durant, Raleigh, NC",35.892299,-78.5772857,Durant Nature Park,35.894422258235835,-78.57898488091593,Nature Preserve
2201,"Durant, Raleigh, NC",35.892299,-78.5772857,Camp Durant playground,35.892490871975234,-78.5761405977529,Playground
2202,"Durant, Raleigh, NC",35.892299,-78.5772857,Campbell Lodge,35.890811481317314,-78.5773825558199,Park
2203,"Durant, Raleigh, NC",35.892299,-78.5772857,Durant Trail : Capital Greenway #13,35.89498495346994,-78.57914566645809,Trail
2204,"Brookhaven, Raleigh, NC",35.8584463,-78.6910602510868,Hare Snipe Greenway Trail,35.86118033590992,-78.6946395948041,Trail
2205,"Brookhaven, Raleigh, NC",35.8584463,-78.6910602510868,Hare Snipe Creek,35.854039682610036,-78.69071311843598,River
2206,"Garner Place, Raleigh, NC",35.7011664,-78.5898342,Panera Bread,35.6976735,-78.5870881,Sandwich Place
2207,"Garner Place, Raleigh, NC",35.7011664,-78.5898342,Zaxby's Chicken Fingers & Buffalo Wings,35.6978,-78.587564,American Restaurant
2208,"Grayson, Raleigh, NC",35.890498,-78.701931,Lake Lynn Park,35.88737856887369,-78.69820042612521,Park
2209,"Grayson, Raleigh, NC",35.890498,-78.701931,Ahimsa House Yoga,35.889945630112415,-78.7045686248855,Athletics & Sports
2210,"Grayson, Raleigh, NC",35.890498,-78.701931,Lake Lynn Tennis,35.888505143638426,-78.69896630932385,Tennis Court
2211,"Grayson, Raleigh, NC",35.890498,-78.701931,Lake Lynn Baseball Field,35.888562786813495,-78.69807305799405,Baseball Field
2212,"Grayson, Raleigh, NC",35.890498,-78.701931,Mid-South Fencers' Club,35.89213578209828,-78.69686028371336,Athletics & Sports
2213,"Sloans Garden Lane, Raleigh, NC",35.8669628,-78.633714730155,Gym,35.86716816997403,-78.63899434349678,Gym
2214,"Sloans Garden Lane, Raleigh, NC",35.8669628,-78.633714730155,Summer Classics,35.86447,-78.63801,Furniture / Home Store
2215,"Sloans Garden Lane, Raleigh, NC",35.8669628,-78.633714730155,CVS pharmacy,35.86468804102988,-78.63780436208434,Pharmacy
2216,"Brassfield Pond, Raleigh, NC",35.9373126,-78.6216240537126,AT&T,35.93684,-78.62179,Mobile Phone Shop
2217,"Fairview, Raleigh, NC",35.7803977,-78.6390989,North Carolina Museum of Natural Sciences,35.782216952143855,-78.63937474693553,Science Museum
2218,"Fairview, Raleigh, NC",35.7803977,-78.6390989,North Carolina Museum of History,35.78151639441983,-78.63874714932197,History Museum
2219,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Gallo Pelón,35.77931957146792,-78.63851692796818,Cocktail Bar
2220,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Centro,35.77923559426749,-78.63826359808532,Mexican Restaurant
2221,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Gravy,35.778481842755454,-78.63814279051725,Italian Restaurant
2222,"Fairview, Raleigh, NC",35.7803977,-78.6390989,City Club Raleigh,35.778660849380216,-78.63969415426254,Event Space
2223,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Sitti,35.77823720800241,-78.63826636528833,Mediterranean Restaurant
2224,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Raleigh Raw,35.77830785990888,-78.63960986451752,Juice Bar
2225,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Morning Times,35.778248227541326,-78.63879600722534,Coffee Shop
2226,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Nature Research Center,35.78248616431799,-78.64074514933678,Science Museum
2227,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Raleigh Times Bar,35.77824597779231,-78.63854202832822,Gastropub
2228,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Deco,35.77827057414117,-78.64013088640586,Gift Shop
2229,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Death & Taxes,35.77824489697241,-78.64037505900414,American Restaurant
2230,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Foundation,35.777751232806416,-78.63916995885789,Cocktail Bar
2231,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Father & Son Antiques,35.77827619344786,-78.64073866606371,Antique Shop
2232,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Marbles Kids Museum,35.77862367049698,-78.63603345124893,Museum
2233,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Green Light Bar,35.7781639289765,-78.63790556696199,Lounge
2234,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Linus & Pepper's,35.77847886474255,-78.64029521011638,Sandwich Place
2235,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Wells Fargo IMAX Theatre at Marbles,35.779001007837124,-78.63558670444802,Movie Theater
2236,"Fairview, Raleigh, NC",35.7803977,-78.6390989,lucettegrace,35.777265701471045,-78.64018852503459,Bakery
2237,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Trophy Tap & Table,35.77741730595741,-78.63818405525227,American Restaurant
2238,"Fairview, Raleigh, NC",35.7803977,-78.6390989,St. Roch Fine Oysters + Bar,35.77749384669648,-78.63815310834273,Seafood Restaurant
2239,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Paddy O'Beers,35.779169066802396,-78.63919264660531,Beer Garden
2240,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Beasley's Chicken + Honey,35.77696765158057,-78.63817533537843,Southern / Soul Food Restaurant
2241,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Watts & Ward,35.77799891485004,-78.63679065366621,Speakeasy
2242,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Brewery Bhavana,35.777424987669576,-78.636864724695,Brewery
2243,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Bida Manda Laotian Restaurant and Bar,35.77722725876699,-78.63681194044996,Asian Restaurant
2244,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Garland,35.77694680364745,-78.63988684178685,Asian Restaurant
2245,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Pizza La Stella,35.7776923,-78.6389706,Pizza Place
2246,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Benny Capitale's,35.77886951051022,-78.63910884814624,Pizza Place
2247,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Capital Club 16,35.777000802294666,-78.64018863351006,Gastropub
2248,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Bittersweet,35.77688144129554,-78.63872386687156,Cocktail Bar
2249,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Kings,35.776929348869245,-78.6397994738686,Music Venue
2250,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Moon and Lola,35.778026259551375,-78.6382914073022,Jewelry Store
2251,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Landmark Tavern,35.77830043775077,-78.63756842213456,Bar
2252,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Daily Planet Cafe,35.782503399049524,-78.64129354685734,Café
2253,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Fox Liquor Bar,35.77699045079059,-78.63825424797324,Cocktail Bar
2254,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Nash Square,35.77773046236442,-78.64270236138145,Park
2255,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Oakwood Cafe,35.78086124559477,-78.63455963509446,Cuban Restaurant
2256,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Coglin's,35.777360143400315,-78.63929844249651,Bar
2257,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Chuck's,35.777009398838224,-78.63826651762005,Burger Joint
2258,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Caffé Luna,35.7780860912793,-78.63674948244915,Italian Restaurant
2259,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Virgil's Original Taqueria,35.7785506473972,-78.6402499217611,Taco Place
2260,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Pour House Music Hall,35.777169134300486,-78.63681234972837,Music Venue
2261,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Taverna Agora,35.78077587249608,-78.64440577026116,Greek Restaurant
2262,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Tonbo Ramen,35.77788024442303,-78.63818648941339,Ramen Restaurant
2263,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Clyde Cooper's Barbecue,35.77625449179692,-78.63831427516594,BBQ Joint
2264,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Architect Bar & Social House,35.778108610242164,-78.63791356282759,Bar
2265,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The District,35.77978808827519,-78.64357200998026,American Restaurant
2266,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Mecca Restaurant,35.77691719781591,-78.6385856617528,Diner
2267,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Whiskey Kitchen,35.77686125478077,-78.64211082458496,Southern / Soul Food Restaurant
2268,"Fairview, Raleigh, NC",35.7803977,-78.6390989,42 & Lawrence,35.77673020851489,-78.6368160840393,Coffee Shop
2269,"Fairview, Raleigh, NC",35.7803977,-78.6390989,treat,35.776637133502966,-78.6367072413282,Ice Cream Shop
2270,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Gringo A Go Go,35.78128715,-78.6344786,Mexican Restaurant
2271,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Big Easy Raleigh,35.77740962407638,-78.63935887813568,Cajun / Creole Restaurant
2272,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Manhattan Cafe,35.77614100989133,-78.63840181713316,Deli / Bodega
2273,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Neptunes Parlour,35.77693377515693,-78.63983610183021,Bar
2274,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Royale,35.776768310749766,-78.63654525878208,French Restaurant
2275,"Fairview, Raleigh, NC",35.7803977,-78.6390989,The Outpost,35.77792211126211,-78.63457561348089,Tiki Bar
2276,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Moore Square,35.77747055376463,-78.63588809967041,Park
2277,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Slim's Downtown Distillery,35.77731781812501,-78.63824742174637,Rock Club
2278,"Fairview, Raleigh, NC",35.7803977,-78.6390989,Cirque De Vol Studios,35.77844174367494,-78.64394361839813,Dance Studio
2279,"Cross Link Trace, Raleigh, NC",35.7458036,-78.6208957858837,Crosslink Mart,35.746941,-78.62248,Food & Drink Shop
2280,"Cross Link Trace, Raleigh, NC",35.7458036,-78.6208957858837,A Safe Place Child Enrichment Center,35.74578168520776,-78.61733327859845,Business Service
2281,"Hickory Meadows, Raleigh, NC",35.76134625,-78.5517640297226,Triangle-D,35.761235,-78.552634,Convenience Store
2282,"Hickory Meadows, Raleigh, NC",35.76134625,-78.5517640297226,Grounds Cafe,35.7579085,-78.5490802,Music Venue
2283,"Chastain, Raleigh, NC",35.940403,-78.613008,Banbury Woods,35.944116375139984,-78.61574264844351,Housing Development
2284,"Coventry, Raleigh, NC",35.86678665,-78.5512940728858,Powerline Birda Intersection,35.865087697482785,-78.54853080962502,Outdoors & Recreation
2285,"Autumn Hill, Raleigh, NC",35.92159725,-78.5901201976936,"9Round Kickboxing Fitness in Raleigh, NC",35.924943037319615,-78.5918191959113,Recreation Center
2286,"Sandy Chase, Raleigh, NC",35.8936459,-78.704106387162,Ahimsa House Yoga,35.889945630112415,-78.7045686248855,Athletics & Sports
2287,"Stonemoor, Raleigh, NC",35.76456,-78.716193,Lake Johnson Boat House,35.76250935329042,-78.71431839764595,Harbor / Marina
2288,"Stonemoor, Raleigh, NC",35.76456,-78.716193,Lake Johnson Pool,35.76739233333333,-78.71587121666667,Pool
2289,"Stonemoor, Raleigh, NC",35.76456,-78.716193,Lake Johnson Mews Dog Park,35.763745098114846,-78.71255472634739,Dog Run
2290,"Stonemoor, Raleigh, NC",35.76456,-78.716193,Athens Drive Baseball,35.767574718088554,-78.71486763132336,Baseball Field
2291,"Stonemoor, Raleigh, NC",35.76456,-78.716193,Lake Johnson,35.76093078197848,-78.71425151824951,Lake
2292,"Stonemoor, Raleigh, NC",35.76456,-78.716193,Lake Johnson Mews Pool,35.76442210301308,-78.7113233431013,Pool
2293,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Cook Out,35.78476106666667,-78.69306735,Fast Food Restaurant
2294,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Al-Madina Super Market & Restaurant,35.784798625812115,-78.69355442963366,Middle Eastern Restaurant
2295,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Amedeo's Italian Restaurant,35.78452391056308,-78.6903373079006,Italian Restaurant
2296,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Popeye's Louisiana Kitchen,35.784915,-78.690485,Fried Chicken Joint
2297,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Grand Slam U.S.A.,35.786262106672744,-78.70032752292066,Athletics & Sports
2298,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Wicked Taco,35.78509111890373,-78.69257056839051,Mexican Restaurant
2299,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Domino's Pizza,35.78604811741278,-78.69318008422846,Pizza Place
2300,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Food Lion Grocery Store,35.78592246378567,-78.69278675086423,Supermarket
2301,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,NC State Method Road Soccer Field,35.788730516096145,-78.69280098197855,Soccer Field
2302,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Circle K,35.7847192,-78.6943713,Convenience Store
2303,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Roses Express,35.785807530663476,-78.69218071939395,Department Store
2304,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,The Gourmet Factory,35.78398118746644,-78.69273910864482,Italian Restaurant
2305,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Boulevard Animal Hospital,35.78512,-78.69073,Veterinarian
2306,"Boulevard Park, Raleigh, NC",35.78558015,-78.6955788214554,Mecca Market,35.78423951443588,-78.69041405747616,Convenience Store
2307,"Bailey's Landing, Raleigh, NC",35.7447866,-78.7227745745809,Silver Lake,35.74771641113496,-78.72508252689157,Beach
2308,"Landfall, Raleigh, NC",35.8706135,-78.7380190337887,Green Peaks,35.8740145,-78.7398546,Water Park
2309,"Pullen Park Terrace, Raleigh, NC",35.7770202,-78.6642967139963,Pullen Park,35.780455386960206,-78.66300740631341,Park
2310,"Pullen Park Terrace, Raleigh, NC",35.7770202,-78.6642967139963,Gustave A. Dentzel Carousel,35.77993332149898,-78.66379372467874,Theme Park Ride / Attraction
2311,"Pullen Park Terrace, Raleigh, NC",35.7770202,-78.6642967139963,C.P. Huntington Miniature Train Station,35.77997963199219,-78.66242252175213,Theme Park Ride / Attraction
2312,"Pullen Park Terrace, Raleigh, NC",35.7770202,-78.6642967139963,Pullen Place Cafe & Catering,35.77941268951724,-78.6631510394785,Café
2313,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Dollar Tree,35.91394497305852,-78.77728044053049,Discount Store
2314,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Pho Express,35.91338821468922,-78.77961525210597,Vietnamese Restaurant
2315,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Kohl's,35.915605,-78.778549,Department Store
2316,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Petco,35.914229053447954,-78.77731156377021,Pet Store
2317,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Panera Bread,35.91385042546068,-78.77971760464328,Bakery
2318,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,ABC Store,35.917010396999835,-78.78001497747418,Liquor Store
2319,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Cold Stone Creamery,35.913516,-78.779994,Ice Cream Shop
2320,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Starbucks,35.91266833,-78.78076588,Coffee Shop
2321,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Relax Foot Spa,35.913176672342814,-78.77985417000768,Spa
2322,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Red Robin Gourmet Burgers and Brews,35.9126137941229,-78.78044589003656,Burger Joint
2323,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Hibachi 101,35.91221775485621,-78.7801979206032,Japanese Restaurant
2324,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Wingstop,35.91190917965792,-78.7797637306813,Wings Joint
2325,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Alexander Place Promenade,35.91348822785418,-78.77879619598389,Shopping Mall
2326,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Wild Wing Cafe,35.914072,-78.781381,Wings Joint
2327,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Moe's Southwest Grill,35.9134047,-78.7800777,Mexican Restaurant
2328,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,T-Mobile,35.913146,-78.779744,Mobile Phone Shop
2329,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Batteries Plus Bulbs,35.91200901623398,-78.77992529392671,Electronics Store
2330,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Mattress Firm Alexander Place,35.9122237,-78.7799549,Mattress Store
2331,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Great China,35.91328480607929,-78.7794839488459,Chinese Restaurant
2332,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,McDonald's,35.9118445,-78.7776859,Fast Food Restaurant
2333,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Walmart Supercenter,35.91253207893967,-78.77830475142673,Grocery Store
2334,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Subway,35.913380029006674,-78.7800513300224,Sandwich Place
2335,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,Camp Gladiator - Boot Camp,35.91225568441726,-78.77984944325857,Gym
2336,"Charleston Homes at Alexander Place, Raleigh, NC",35.9149857,-78.7760267367794,The Art Of Style,35.912775700183296,-78.78064155578613,Boutique
2337,"Lake Forest, Raleigh, NC",35.87783325,-78.6282910060246,Skin Sense - A Day Spa,35.87682930070604,-78.62434745974927,Spa
